claim_id,policy_id,policyholder_id,claim_type,incident_date,filed_date,days_to_file,claim_amount,approved_amount,status,description,vehicle_id,provider_id,shop_id,law_firm_id,adjuster_id,payout_bank_account_id,submission_channel,ip_hash,device_hash,label_is_fraud,fraud_scenario
CL0002358,PO002260,PH002177,HEALTH,2025-11-14,2025-11-28,14,14373.78,12160.23,PENDING,Continue method work eat since so interesting do remain hope debate old near.,,PR000226,,,AJ000003,BA001163,WEB,e53f0680e512098e4ce89b2d,38426b2b6269470119414364,0,
CL0002359,PO000396,PH002151,AUTO,2024-02-28,2024-03-02,3,13402.72,11369.35,APPROVED,Adult gun board worry home leave experience color hair computer force national.,VE000125,,RS000077,,AJ000028,BA000880,WEB,c8fdc90882802694e36d512b,3c7eadf6386abe51db92cebc,0,
CL0002360,PO000378,PH000501,AUTO,2024-06-27,2024-06-30,3,7905.25,6691.94,APPROVED,Young any late determine accept probably how series game party against.,VE000891,,RS000126,,AJ000045,BA001421,WEB,262f4854de17a2e80f8111fa,cce77c41dd83273cc472cb9f,0,
CL0002361,PO000732,PH000112,HOME,2025-09-06,2025-09-08,2,21924.86,19477.98,DENIED,Line visit modern view church me create mind woman.,,,,LF000013,AJ000028,BA000059,PHONE,2f128066319f9437915934e8,e5bd2144811b949b0109f7c7,0,
CL0002362,PO001942,PH000922,AUTO,2024-09-30,2024-10-14,14,14835.7,11842.65,PENDING,Area community campaign guess rather allow large truth oil college leader wonder.,VE001935,,RS000075,,AJ000005,BA000331,AGENT,1ac3b840d1f025f087a20e0b,5f815672763c2aa3714eda09,0,
CL0002363,PO000636,PH001031,HEALTH,2025-07-05,2025-07-07,2,7721.1,4414.0,APPROVED,Company country power center single result she newspaper single theory long friend able number.,,PR000061,,,AJ000009,BA001772,WEB,2af63b3c1d753b35015b2782,afc7d92180a8dc9ca4b6697d,0,
CL0002364,PO000977,PH002038,AUTO,2025-07-15,2025-07-15,0,1208.59,857.07,PENDING,Truth industry research floor director red campaign enter perform than three which cut wish set newspaper.,VE000963,,RS000111,,AJ000047,BA000813,PHONE,3b03882c17a1ccfd5133c7b2,970176228a7011cd6f4f3775,0,
CL0002365,PO000287,PH000451,AUTO,2024-11-02,2024-11-16,14,2124.25,1557.51,APPROVED,Carry exactly house democratic news forward particularly include radio true paper.,VE001494,,RS000107,LF000042,AJ000046,BA001308,AGENT,931754c9be7787694e976050,f2bc498f868c0eb0d37d3f49,0,
CL0002366,PO000455,PH001803,HOME,2025-10-22,2025-10-23,1,33470.76,25565.11,APPROVED,Skin effort say around rock result radio security amount ready best add practice.,,,,,AJ000037,BA000755,WEB,7dadb1ca88aecdc4791bccfe,79325928fe4f2d5e5fb40bdc,0,
CL0002367,PO000260,PH001933,AUTO,2025-09-27,2025-10-04,7,11497.33,9112.87,APPROVED,Career claim put significant worry senior meeting manage claim guess scene.,VE002140,,RS000148,,AJ000041,BA000602,WEB,ee8fadf8d4046533c291b1e9,2e50e5c82acedf451910210d,0,
CL0002368,PO002291,PH001215,HOME,2025-09-05,2025-09-19,14,32190.1,16942.31,APPROVED,Lawyer long last study wide nice television experience level tough rock result.,,,,,AJ000009,BA002038,AGENT,8e3a066d6e0acdcf7a359f69,ba4ce5abe2ce353408efd1ab,0,
CL0002369,PO001801,PH002083,HOME,2025-06-15,2025-06-18,3,22058.48,12068.3,DENIED,Not material last all then wide specific field challenge candidate.,,,,LF000034,AJ000013,BA001257,PHONE,3f30e2e404f8176bf23e168e,5344d59fbf1b77192d6c86ab,0,
CL0002370,PO001025,PH001938,HEALTH,2024-06-04,2024-06-09,5,10846.85,10304.51,APPROVED,Never event long protect a west yes stop list my.,,PR000206,,,AJ000021,BA001076,PHONE,b714b7ecb4594de14dfb017d,cbf486f70afd10fff41c45b2,1,collusive_provider
CL0002371,PO000177,PH002400,HEALTH,2024-06-08,2024-06-11,3,3578.62,1540.27,APPROVED,Likely by common thought side become say establish something eat.,,PR000016,,,AJ000004,BA000383,AGENT,7d8b364409e610336834e0be,2aab4aa3122015650f17ee40,0,
CL0002372,PO000983,PH002420,AUTO,2025-08-29,2025-09-03,5,13055.84,6944.52,APPROVED,Can public consumer have tough population forget break set before test attack task nature area word.,VE001270,,RS000023,LF000047,AJ000009,BA001232,WEB,4d5509931701b995fcb62ad1,686fca6cb3a0466a5925f88e,0,
CL0002373,PO001319,PH000999,HOME,2025-09-13,2025-09-20,7,2431.65,1183.53,PENDING,Industry eight seek effort continue PM any child floor candidate too without future.,,,,,AJ000018,BA001153,AGENT,8954f1edb8426140a139b58c,ff5843df9892ce9e2dc82410,0,
CL0002374,PO001919,PH001522,HEALTH,2025-04-24,2025-05-08,14,11075.47,4962.64,APPROVED,Realize drive everyone us fear common sit lawyer forget its accept.,,PR000120,,,AJ000040,BA002184,WEB,0e9f34685a70fc924c596038,dd65677600612517dad7829e,0,
CL0002375,PO002306,PH002164,AUTO,2025-03-03,2025-03-05,2,19217.99,12891.91,APPROVED,Any any expert garden major current candidate result school gun child week itself history Congress.,VE000360,,RS000014,,AJ000044,BA001264,AGENT,99b4660c92bcd0b601e01e56,b9746ef463d88c555a8471c1,0,
CL0002376,PO000119,PH001377,AUTO,2025-06-23,2025-07-07,2,5175.27,2055.7,PENDING,Yourself sort give between lot down region themselves would race.,VE001584,,RS000088,LF000030,AJ000026,BA000141,PHONE,f57d4f2e3b7abed9225ceffa,05e4cbf26e09c41dc3cf4442,1,shared_bank_account_ring
CL0002377,PO000486,PH001954,HOME,2024-11-23,2024-12-07,14,29173.45,27477.96,PENDING,Four though mean listen provide lose top theory defense type various find.,,,,,AJ000026,BA000100,PHONE,fa6caaca745a542256da8d89,04f71bd872479ba5046eed40,0,
CL0002378,PO001715,PH000452,AUTO,2025-07-31,2025-08-01,1,18672.95,13496.34,PENDING,Indeed plant believe several another order fire day wide analysis.,VE001368,,RS000168,,AJ000030,BA000058,WEB,e0e80cecba36ced2a3d806a6,48eb3462509e0c135e471a58,0,
CL0002379,PO000203,PH000140,HOME,2024-10-16,2024-10-21,5,31194.93,22067.23,APPROVED,Consider listen available opportunity very wish thought help fine.,,,,,AJ000021,BA000519,WEB,a66c3a746e1f54ea7e29ea01,091a050e69e54547e25ce146,1,shared_address_phone_cluster
CL0002380,PO000677,PH000448,HEALTH,2025-06-18,2025-07-02,14,12281.34,7084.86,APPROVED,Similar find about mind test player customer medical purpose better opportunity though PM.,,PR000166,,LF000011,AJ000043,BA000302,PHONE,d6b4e0019dae55e719025ea5,86ef3620825ba35f476ba90f,0,
CL0002381,PO001952,PH001307,HOME,2024-01-16,2024-01-17,1,7901.52,4022.42,APPROVED,Through song threat from TV worker pass authority.,,,,,AJ000001,BA001788,PHONE,614f5d72682bfb70574805ea,5219edb4786c63a223782684,0,
CL0002382,PO000338,PH000406,HEALTH,2025-01-13,2025-01-18,5,15479.27,13141.29,APPROVED,Type itself participant executive artist student gas picture toward others yes food financial decade dinner hundred.,,PR000051,,,AJ000025,BA000146,PHONE,cd665c6e9d7987532e780942,a7118ebe7f49e67a2008e59a,0,
CL0002383,PO000409,PH001320,HEALTH,2024-11-15,2024-11-18,3,12896.48,12251.66,APPROVED,Reach arrive which moment thousand property sense east store go others should color.,,PR000067,,,AJ000041,BA002060,PHONE,f4ce649487f65e7adc5af64c,b81b4889793da68060c182fb,1,collusive_provider
CL0002384,PO001417,PH001669,AUTO,2025-11-11,2025-11-16,5,16258.71,12972.33,PENDING,Talk career method remember bill wear business hotel blood girl.,VE000802,,RS000059,LF000052,AJ000001,BA000888,WEB,90ed78025cc2e7dc81512b0c,20876fad2b0e9446ad7a0ba4,0,
CL0002385,PO001388,PH000733,HEALTH,2025-07-14,2025-07-28,14,9340.56,5533.31,APPROVED,Professor history information process smile specific force continue relationship last certainly.,,PR000087,,LF000055,AJ000027,BA000513,PHONE,bdf9bcb4aa3ad141021ddfc4,fbdd682592f3617ebd9e3ddf,0,
CL0002386,PO002192,PH002335,AUTO,2025-11-10,2025-11-11,1,16681.91,7250.89,APPROVED,Look manage fund government charge hundred old return build.,VE001030,,RS000061,,AJ000012,BA000975,WEB,291c93a59a21d54fa6cd6b69,d88315d112a503c963d5513d,0,
CL0002387,PO002518,PH001481,AUTO,2024-07-28,2024-08-04,7,8877.79,5518.77,APPROVED,He front president talk until shake small both learn.,VE001396,,RS000168,LF000010,AJ000008,BA000039,WEB,557c9190c128b696095cb791,fc66a512ded4a2d705f9b436,0,
CL0002388,PO001532,PH001681,AUTO,2024-07-13,2024-07-20,7,7098.71,5476.06,PENDING,Idea sing pattern toward beyond join better officer.,VE000626,,RS000115,,AJ000004,BA000869,AGENT,d756f3abe01099a1d05851b3,7ba6cbf80c5d3e1969e47dd6,0,
CL0002389,PO001146,PH000138,HEALTH,2025-02-09,2025-02-14,5,15836.42,11509.84,APPROVED,Computer economic head likely audience agree letter hotel road give feeling.,,PR000065,,,AJ000040,BA000685,AGENT,5bb03ae5d23df944ab9e14b2,aa7e0d6cd9b4cdfed5a40229,0,
CL0002390,PO001086,PH001545,AUTO,2024-02-11,2024-02-25,14,13299.7,5453.2,APPROVED,Each work drop trip sell ball manager show would view country pull color all section.,VE001842,,RS000113,,AJ000043,BA001725,WEB,2f92bd9c1e7c9de977a32e4f,7ad5873148e41c81f0ab2bc9,0,
CL0002391,PO000127,PH001756,HEALTH,2025-07-29,2025-08-12,14,15409.2,9903.6,APPROVED,Wait coach total soldier chair religious development collection old finally head meet hotel positive impact plan.,,PR000061,,,AJ000038,BA001762,WEB,99eb573d7ef689cd14fe205b,6bc979ffa55f973c308f6f50,0,
CL0002392,PO001507,PH001422,HEALTH,2025-01-03,2025-01-06,3,14193.52,12419.88,APPROVED,Fact unit trade set enough inside section total campaign rich their culture beyond enough.,,PR000082,,,AJ000031,BA001340,AGENT,543f7dd89f20de2a8eba8ee3,e7bd5109edaf314e89164041,0,
CL0002393,PO001538,PH001644,AUTO,2024-04-12,2024-04-26,14,20628.73,18435.8,PENDING,Design hospital threat concern huge environment matter.,VE000192,,RS000008,LF000036,AJ000012,BA002023,PHONE,e832fae3ddee2a9f33a48812,48e43d56ea626ac85efbcbbb,0,
CL0002394,PO002210,PH001036,HEALTH,2024-03-26,2024-04-02,7,3493.74,2474.79,APPROVED,Certain director matter responsibility hotel very either politics Congress into group.,,PR000244,,,AJ000000,BA002173,PHONE,caa0c3ef397d9bc336cc9249,94998616d02bf5e8a3021081,0,
CL0002395,PO001999,PH002369,AUTO,2025-12-21,2025-12-28,7,6337.14,2817.42,APPROVED,Policy hope mention while result message wind scene program economy different east staff win couple actually.,VE000155,,RS000040,,AJ000019,BA000742,PHONE,c51a5d23cb49b53207bcca08,647df91a951597f4c7e2dd54,0,
CL0002396,PO002397,PH001739,HOME,2024-05-22,2024-06-05,14,10744.82,5672.09,APPROVED,Beyond affect ten choose boy since impact current rule traditional thus candidate.,,,,,AJ000017,BA001169,AGENT,cdff736a92d5d2e27b5e734d,761dcaf05e200fe0f84347a5,0,
CL0002397,PO002422,PH000795,HOME,2024-07-10,2024-07-17,7,21618.28,17490.43,APPROVED,Will when process return court always assume book network him administration.,,,,,AJ000042,BA000617,PHONE,116c884c184463741f7bcaa4,5ec855aff7e2fac4cee0549e,0,
CL0002398,PO000329,PH001216,AUTO,2025-01-10,2025-01-24,14,10664.46,9353.86,APPROVED,Share either value cover number tree admit Mrs wonder candidate let not book modern.,VE000773,,RS000059,LF000014,AJ000016,BA001115,PHONE,c276b6452f27fa130916b685,c05de33f06399885997b03dd,0,
CL0002399,PO002322,PH000642,HOME,2025-07-29,2025-08-12,14,24326.92,13647.32,PENDING,Consumer example reduce beautiful notice dark save edge size cultural act ability.,,,,,AJ000043,BA002017,WEB,856810dce2ac2334190f5023,afc1c036d869a7106b3ef22b,0,
CL0002400,PO000456,PH001573,AUTO,2024-09-26,2024-10-03,7,1039.96,427.49,APPROVED,Lawyer reach explain region million edge see.,VE000435,,RS000175,,AJ000014,BA000371,AGENT,f7a8f39a2c3cbb17ed1a7fd2,20b3e9b0b61e066eb8a10f9f,0,
CL0002401,PO001227,PH000411,AUTO,2024-01-13,2024-01-20,7,8722.6,5585.25,APPROVED,Participant community start social bad direction former.,VE000294,,RS000106,,AJ000016,BA002072,AGENT,a60a6a13073d8e7e7255d9b8,74237bd8a2365a961f75ff20,1,shared_address_phone_cluster
CL0002402,PO001179,PH001164,HEALTH,2024-08-27,2024-09-10,2,6294.08,3941.08,APPROVED,Statement page can office population call often dinner.,,PR000231,,,AJ000021,BA001062,AGENT,b217ead31a7700c1f14a4f50,eeac3be17c3439a6c5ff9391,1,shared_bank_account_ring
CL0002403,PO000605,PH001301,AUTO,2024-08-22,2024-08-29,7,11998.72,7400.58,DENIED,Performance share like check right dinner team put every occur itself.,VE000954,,RS000117,,AJ000037,BA001339,AGENT,69137a7f935c59d3a685f896,f1982b026ccf520e9e0de1db,0,
CL0002404,PO000118,PH000550,HEALTH,2025-05-17,2025-05-20,3,8825.05,8383.8,APPROVED,Down suggest senior lose spend necessary with success their its memory four several house.,,PR000206,,,AJ000018,BA000583,PHONE,bc3c0bb0796b3cc15dd26b44,22072180a888f33cfddb2906,1,collusive_provider
CL0002405,PO002128,PH000621,AUTO,2025-02-28,2025-03-03,3,20132.88,14065.78,APPROVED,Woman send they worker today event recently every.,VE000725,,RS000013,,AJ000010,BA000816,WEB,738093ef249fed3acc9d9492,405e2353e12dbe4dbfbb0066,0,
CL0002406,PO000519,PH002035,HOME,2025-05-08,2025-05-09,1,8747.77,5793.68,APPROVED,Wind sense whether difficult security detail employee big address.,,,,,AJ000001,BA000655,PHONE,9dab2626bb03e063195fb9bb,09df3f89463d6f6daa17cfff,0,
CL0002407,PO002251,PH002069,HEALTH,2024-11-27,2024-12-04,7,1095.56,580.2,APPROVED,Woman civil Democrat prove international term study west reduce how.,,PR000186,,,AJ000001,BA002079,PHONE,ffca86d1d95ef50c2ee66155,4843a82d5ff762b5a93f54fe,0,
CL0002408,PO001144,PH000568,AUTO,2025-07-03,2025-07-17,14,18136.44,9779.83,APPROVED,Under parent both marriage sign who no themselves effect industry red building speech main pick.,VE002114,,RS000133,,AJ000030,BA000923,PHONE,a78ead78219fdeac2555bcec,722ff880716493cb5b59a463,0,
CL0002409,PO002368,PH000848,HOME,2024-02-17,2024-02-24,7,10162.6,7050.63,DENIED,President might subject marriage clearly on owner western us base successful agreement address through.,,,,,AJ000041,BA000270,WEB,0b914797a35032afa3892f1f,6b834dd7d8b38d459d4e3703,0,
CL0002410,PO001213,PH000035,HOME,2024-02-09,2024-02-14,5,25418.25,11494.5,APPROVED,Test wall central kind high between instead.,,,,,AJ000016,BA001793,AGENT,2e3c10c55194e639b7b39a0d,c8c6360a11d815b3fb516c1f,0,
CL0002411,PO001012,PH002298,HEALTH,2025-04-28,2025-04-29,1,6378.78,5434.95,PENDING,Design school school expert voice power use.,,PR000176,,,AJ000018,BA000490,WEB,109b64f74419973b1ddc2a8a,ead310df7044204e7a55618e,0,
CL0002412,PO001447,PH002077,AUTO,2025-04-19,2025-05-03,14,14880.06,9635.6,APPROVED,Manager street modern course five bad government worker me street.,VE001031,,RS000144,LF000048,AJ000042,BA000772,PHONE,fa96d7cb0b5a82a10359d751,f832ac103fac9fecf40a9fd3,0,
CL0002413,PO001696,PH001468,HOME,2025-01-04,2025-01-06,2,24744.51,11344.98,APPROVED,Everyone down claim address we dog them some onto discussion past reveal ok itself support long.,,,,LF000048,AJ000011,BA001834,AGENT,b24ffad873581a0953b25055,0e55bdeecaf440300be3178c,0,
CL0002414,PO001853,PH000840,HOME,2024-10-08,2024-10-13,5,31198.21,30262.26,APPROVED,Less account hot energy consumer push huge character off learn reality traditional enough song story garden.,,,,,AJ000000,BA001998,WEB,f4b49da2c272c19ca1b6d8a5,f9ba1e35123747e16e2a2120,1,adjuster_collusion
CL0002415,PO000929,PH000936,AUTO,2025-05-01,2025-05-15,14,17716.99,9047.37,APPROVED,Yourself Republican first get avoid note new serve.,VE000944,,RS000126,LF000006,AJ000018,BA001614,PHONE,f19e075b579f5bf78d942800,e78f185a7f6310c728c6d81c,0,
CL0002416,PO000245,PH000762,AUTO,2025-10-26,2025-11-09,14,13684.49,5629.85,APPROVED,Win again should such throw race above describe think trouble range relationship.,VE000703,,RS000138,,AJ000025,BA000888,WEB,f811ff46070c8a4c3c3b2cde,7ef91fe40f28766c5d964854,0,
CL0002417,PO000203,PH000140,HOME,2024-06-30,2024-07-05,5,33017.96,21870.55,APPROVED,At stand loss interview green determine nor natural own color the entire every about model.,,,,,AJ000038,BA000819,PHONE,8479454d2263985f4162a31e,de99cee52db03d80cdd82ce7,0,
CL0002418,PO000933,PH000415,AUTO,2024-11-29,2024-12-13,14,2906.67,1236.49,APPROVED,Board management let choose become source it away.,VE002079,,RS000151,,AJ000017,BA000015,AGENT,39b9ae6ba71426cf665e3af1,a288dc2215733db32e53727b,0,
CL0002419,PO002396,PH000066,HEALTH,2024-07-27,2024-07-30,3,12448.99,6894.21,APPROVED,Government write hold general computer them treat expert surface check organization Mrs painting civil service.,,PR000206,,,AJ000012,BA001490,AGENT,51eb0c705f5f7b481bdb905e,124a1e794fc75f593b746ae5,0,
CL0002420,PO001376,PH002242,AUTO,2025-02-02,2025-02-04,2,3939.2,2549.89,APPROVED,Force accept study remain entire purpose character Congress college.,VE000546,,RS000105,,AJ000005,BA000678,AGENT,7195c5de55001ebe305e195a,54570fcf98d5d578c8800915,1,shared_bank_account_ring
CL0002421,PO000647,PH001048,AUTO,2025-02-23,2025-03-09,14,2104.07,948.39,DENIED,Wish whose smile loss newspaper former institution act.,VE001586,,RS000112,,AJ000009,BA000492,AGENT,9e0262d580cb95a9ffdfdd1f,4fb81c79069cd531103efa30,0,
CL0002422,PO001874,PH000460,HOME,2025-10-26,2025-11-09,2,16289.7,5473.98,APPROVED,Part decade describe hold wrong sister list eat grow.,,,,,AJ000030,BA000141,PHONE,589308cdcc6b673d26523742,c5683261b51ea8f86a6488ae,1,shared_bank_account_ring
CL0002423,PO001399,PH001141,HOME,2024-08-18,2024-09-01,14,15763.53,11410.21,DENIED,Themselves at hard various soon what week Mrs others tell.,,,,,AJ000038,BA000414,WEB,d9b668b874a1efefcacb6607,ffa94dadf595f2e73a3faa53,0,
CL0002424,PO001884,PH002334,AUTO,2025-02-12,2025-02-14,2,18043.53,16203.85,PENDING,Real although building six over stand race professor event none half receive.,VE001642,,RS000056,LF000029,AJ000037,BA002173,WEB,29921ffb60ca5355acdca6b7,37a87e6e0482bd205e2b120b,0,
CL0002425,PO000851,PH000437,HOME,2025-12-26,2025-12-29,3,25594.42,24826.59,APPROVED,Common word far ask job its civil late image suggest attention shoulder between.,,,,,AJ000022,BA000837,PHONE,c88117b250a424ccee5bd6a0,7c24ea1049cf1d20add75f29,1,adjuster_collusion
CL0002426,PO001715,PH000452,AUTO,2024-08-14,2024-08-21,7,2374.17,2122.01,APPROVED,Blue particularly own lawyer risk within modern end different dark friend without today.,VE000423,,RS000098,LF000041,AJ000036,BA002154,WEB,0cc49e9b3ae5518bd879391d,de89db1c992c0f06da665ca0,0,
CL0002427,PO001344,PH000241,HEALTH,2025-11-19,2025-11-21,2,14381.59,10794.74,APPROVED,Security above line involve test hand executive degree.,,PR000118,,,AJ000019,BA001687,WEB,379c278f3c0a6696d9c89296,318f5beb3632d017dfe81fa5,0,
CL0002428,PO000150,PH001534,HEALTH,2025-09-27,2025-09-30,3,13685.67,11217.49,DENIED,Mouth on color medical research common brother night material will check rock.,,PR000151,,,AJ000014,BA001632,AGENT,88316440815c4a9107290e77,2f7f2524e6aa6a00961b1db1,0,
CL0002429,PO000406,PH001434,HEALTH,2025-02-01,2025-02-15,14,12700.8,9338.25,APPROVED,Actually support successful charge even hospital arm hard nice quite gun international.,,PR000010,,,AJ000036,BA000543,AGENT,b9f7c8fac288155224a12267,6d50dc5644bdfb404ca49b2d,0,
CL0002430,PO001569,PH002039,AUTO,2024-08-25,2024-09-01,7,19500.84,16678.17,APPROVED,Hospital this maintain unit wish question interest week sense church cold.,VE000944,,RS000159,,AJ000014,BA001524,WEB,2cdb38e849dcc40ff2eda9e7,db0948d68e3cf12e45e9a876,0,
CL0002431,PO001650,PH001458,AUTO,2024-01-12,2024-01-12,0,17803.08,7209.84,DENIED,Door born specific fish popular talk us here property machine professional morning us civil.,VE001129,,RS000029,,AJ000032,BA000947,AGENT,5791777d57b82a72666908d1,8bcde0dffcdf7f1fdc2c7297,0,
CL0002432,PO000208,PH001245,AUTO,2024-04-10,2024-04-11,1,7528.39,3554.01,DENIED,Pretty PM be argue for adult yourself necessary population Congress moment almost.,VE001921,,RS000152,LF000031,AJ000030,BA002058,AGENT,f874458f46669b8392d5ebd2,959c3fb2aedd805fcdbcacca,0,
CL0002433,PO001646,PH001471,HEALTH,2024-05-06,2024-05-20,14,1421.5,901.96,APPROVED,Pattern son order several less as others these.,,PR000010,,,AJ000035,BA000015,AGENT,4514595a5aeac673b14c5754,2fd4357f88863de3e4e7756f,0,
CL0002434,PO000107,PH000713,AUTO,2024-05-28,2024-05-30,2,21237.3,13026.21,DENIED,Recently first trouble prevent continue purpose suffer bill.,VE000341,,RS000178,,AJ000005,BA001937,PHONE,7eec81d6e46233e770e24195,44695e5734b72aa730e47848,0,
CL0002435,PO002300,PH001372,HOME,2025-03-19,2025-03-24,5,29801.18,20080.87,APPROVED,Specific their either lawyer court bad early money challenge team decide kid.,,,,LF000058,AJ000013,BA002170,AGENT,19de45d087343a4a767608bb,598c6cb5da32e030cd7b1f7a,0,
